zip_id,pdf_name,can_open,has_toc,has_sht,has_vp,local,global
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000000.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000001.pdf,True,False,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000002.pdf,True,True,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000003.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000004.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000005.pdf,True,False,False,False,False,False
0,0000006.pdf,True,False,False,False,False,False
0,0000006.pdf,True,False,False,False,False,False
0,0000006.pdf,True,False,False,False,False,False
